Passenger ID,Gender,Age,Flight Class,Seat Comfort,Departure/Arrival Time Conv.,Food and Drink,Inflight Entertainment,Leg Room Service,Baggage Handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
792,M,44,Premium Economy,4,3,2,4,2,5,3,75,114,Neutral
793,M,58,Business,1,1,4,5,3,3,2,65,67,Unsatisfied
794,M,72,Premium Economy,4,3,3,1,3,3,4,30,82,Satisfied
795,F,52,Economy,5,4,3,5,2,3,1,118,11,Satisfied
796,F,57,Business,4,3,4,1,1,3,1,106,96,Satisfied
797,F,18,Premium Economy,5,3,1,2,2,4,2,49,11,Satisfied
798,F,18,First Class,4,4,5,1,1,4,2,115,104,Unsatisfied
799,F,79,Premium Economy,5,3,1,1,4,3,5,70,86,Satisfied
800,M,47,Economy,1,1,1,4,5,4,3,89,119,Neutral
801,M,63,Business,3,4,2,5,3,4,3,4,87,Satisfied
802,F,47,First Class,5,2,2,5,2,5,2,73,36,Unsatisfied
803,F,62,Economy,4,1,2,5,1,5,5,73,118,Satisfied
804,M,56,Premium Economy,4,1,1,5,1,5,1,73,95,Unsatisfied
805,F,46,Economy,5,5,4,4,1,1,5,120,58,Unsatisfied
806,F,77,Economy,4,2,2,2,3,2,4,47,79,Satisfied
807,M,26,First Class,3,1,4,5,2,4,3,8,81,Unsatisfied
808,M,62,Premium Economy,3,5,1,4,2,1,3,25,87,Neutral
809,M,26,First Class,5,3,3,3,1,5,3,61,49,Unsatisfied
810,M,38,First Class,2,3,3,4,5,5,1,40,27,Neutral
811,M,21,First Class,3,2,3,5,5,4,2,59,81,Neutral
812,F,48,Premium Economy,5,2,3,1,5,5,5,84,31,Unsatisfied
813,M,20,Premium Economy,1,3,2,3,5,4,3,96,67,Satisfied
814,M,18,Premium Economy,4,1,4,5,3,5,2,103,105,Unsatisfied
815,M,44,Premium Economy,1,4,3,5,4,5,4,94,93,Satisfied
816,M,27,Business,1,1,1,2,1,4,4,18,15,Unsatisfied
817,M,45,Economy,4,4,5,4,2,5,3,24,73,Satisfied
818,M,41,Premium Economy,5,1,3,5,4,4,2,49,107,Neutral
819,M,50,Economy,4,5,4,1,5,4,1,97,111,Unsatisfied
820,M,20,Premium Economy,4,4,2,1,4,5,2,49,71,Satisfied
821,F,25,Economy,4,3,1,5,5,3,2,25,59,Unsatisfied
822,M,28,First Class,5,3,1,4,5,2,4,56,87,Unsatisfied
823,M,49,First Class,4,2,4,5,4,3,2,17,43,Unsatisfied
824,M,57,First Class,4,5,2,4,5,2,5,55,111,Satisfied
825,F,49,Business,1,2,4,5,1,5,2,57,89,Satisfied
826,F,80,First Class,3,1,4,4,4,1,5,87,48,Neutral
827,M,57,First Class,2,2,5,4,3,4,1,87,72,Satisfied
828,F,32,Business,2,5,4,3,2,2,5,36,24,Unsatisfied
829,F,36,Economy,1,5,2,2,3,3,2,26,16,Neutral
830,M,45,Premium Economy,2,3,1,5,2,5,1,77,114,Neutral
831,F,27,Economy,1,4,2,2,3,4,3,76,103,Satisfied
832,F,33,Premium Economy,4,5,2,3,3,1,3,88,9,Satisfied
833,M,77,Business,2,5,2,4,3,4,5,84,98,Neutral
834,F,34,First Class,1,2,3,4,2,3,3,48,112,Neutral
835,M,39,Premium Economy,5,3,4,2,2,1,5,29,80,Neutral
836,M,30,First Class,2,1,5,2,5,3,5,3,35,Unsatisfied
837,F,76,First Class,3,3,1,5,2,3,2,109,64,Satisfied
838,F,78,Premium Economy,2,2,3,3,2,5,1,19,73,Unsatisfied
839,M,26,First Class,4,5,4,2,1,1,5,69,80,Neutral
840,F,72,Business,4,4,5,5,4,4,5,71,70,Unsatisfied
841,F,41,First Class,5,4,1,1,2,3,4,2,82,Neutral
842,F,22,First Class,5,3,1,2,5,1,4,14,32,Satisfied
843,M,75,First Class,5,5,2,4,1,5,2,26,106,Unsatisfied
844,M,69,First Class,3,4,5,4,3,2,5,111,6,Unsatisfied
845,M,78,Premium Economy,2,4,1,1,5,5,2,15,4,Satisfied
846,F,77,First Class,2,1,5,5,2,1,2,43,60,Unsatisfied
847,M,28,Economy,5,5,1,1,2,2,4,27,82,Satisfied
848,F,41,Premium Economy,4,4,4,2,2,5,3,62,30,Satisfied
849,F,30,Economy,1,2,1,4,1,3,2,1,113,Neutral
850,F,73,Economy,1,4,5,5,5,2,2,29,37,Satisfied
851,M,52,First Class,2,1,3,4,2,3,2,67,88,Satisfied
852,F,25,Economy,5,5,1,1,2,1,3,72,61,Satisfied
853,M,37,First Class,5,3,4,4,1,2,2,78,110,Neutral
854,M,31,Business,4,1,2,5,1,3,5,37,45,Neutral
855,M,76,Economy,5,4,3,5,4,5,5,12,38,Neutral
856,F,51,First Class,4,4,5,4,3,5,5,1,66,Neutral
857,M,23,First Class,4,3,5,1,2,5,5,30,67,Satisfied
858,F,70,Economy,2,5,1,2,1,2,1,41,120,Neutral
859,M,46,Business,5,3,4,5,4,5,2,87,117,Unsatisfied
860,F,74,Business,2,3,2,4,1,2,2,102,116,Neutral
861,M,26,First Class,3,2,2,1,3,5,2,103,16,Satisfied
862,M,78,Economy,2,3,2,5,1,4,3,52,12,Neutral
863,F,50,Business,3,1,2,5,1,5,4,55,112,Neutral
864,M,39,Economy,4,5,4,4,2,3,2,77,56,Neutral
865,M,38,Business,1,4,1,3,1,3,4,57,95,Unsatisfied
866,F,61,Business,2,3,5,2,3,4,1,87,25,Satisfied
867,F,37,Business,3,5,1,3,3,3,3,13,91,Unsatisfied
868,F,60,Economy,4,5,2,4,2,2,2,47,117,Satisfied
869,M,37,First Class,4,2,4,3,2,1,4,28,34,Unsatisfied
870,M,41,Economy,4,5,3,3,2,5,5,79,78,Satisfied
871,F,74,Economy,2,5,4,4,3,5,3,101,34,Neutral
872,F,39,Business,5,2,5,5,1,1,4,12,29,Neutral
873,M,28,Business,1,5,4,3,4,5,5,46,79,Neutral
874,F,36,Premium Economy,3,3,1,5,3,5,5,116,85,Unsatisfied
875,M,37,Economy,1,1,1,1,3,3,2,20,103,Unsatisfied
876,F,38,Economy,5,3,5,2,4,2,2,16,5,Unsatisfied
877,F,26,First Class,1,1,4,4,5,3,1,27,43,Satisfied
878,F,71,Economy,1,5,1,2,5,2,4,69,57,Unsatisfied
879,M,58,First Class,3,3,2,3,2,3,5,51,44,Neutral
880,F,78,First Class,4,4,5,1,4,2,5,17,3,Neutral
881,M,58,First Class,3,4,1,5,2,5,4,117,118,Unsatisfied
882,F,29,Business,4,5,4,2,2,4,3,120,55,Neutral
883,M,24,Premium Economy,2,2,1,2,3,2,5,54,76,Neutral
884,M,34,Business,3,3,2,4,2,3,3,112,24,Unsatisfied
885,F,53,Economy,4,4,4,5,1,1,3,44,68,Unsatisfied
886,F,74,Premium Economy,2,1,5,2,5,3,3,117,60,Satisfied
887,F,77,Business,1,1,5,5,3,1,2,46,28,Satisfied
888,M,36,Business,2,5,4,2,1,5,4,102,54,Unsatisfied
889,F,48,Business,1,3,5,4,4,1,2,105,73,Satisfied
890,M,69,Economy,2,5,2,2,3,3,4,17,6,Neutral
891,F,32,Business,1,5,2,5,3,1,4,34,82,Satisfied
892,M,47,Business,1,5,1,5,2,5,1,119,81,Neutral
893,M,79,Business,1,3,3,1,3,2,5,57,98,Satisfied
894,M,69,Business,5,3,4,4,4,3,3,6,67,Unsatisfied
895,M,70,Premium Economy,1,1,1,2,2,2,2,81,25,Satisfied
896,F,52,Premium Economy,2,2,5,4,3,2,1,38,109,Unsatisfied
897,M,45,Economy,3,2,2,3,3,4,2,1,65,Unsatisfied
898,M,49,Economy,5,3,1,2,1,1,4,19,22,Unsatisfied
899,M,29,Economy,3,1,4,5,4,3,2,111,46,Satisfied
900,F,73,First Class,5,2,5,1,2,5,3,54,6,Satisfied
901,F,73,Business,4,5,5,2,3,3,1,23,114,Satisfied
902,F,38,Economy,4,5,5,2,1,5,2,92,81,Satisfied
903,F,36,Business,2,3,5,2,4,1,4,50,1,Unsatisfied
904,M,42,Economy,5,5,3,5,4,3,2,101,64,Satisfied
905,F,79,Premium Economy,5,5,5,3,4,1,5,54,11,Unsatisfied
906,M,61,Business,2,4,3,5,4,2,1,6,53,Neutral
907,M,71,Economy,4,1,4,5,2,2,3,45,3,Neutral
908,M,55,First Class,1,2,2,4,3,4,5,50,115,Satisfied
909,F,61,Economy,3,1,1,2,3,1,2,76,38,Satisfied
910,M,19,Economy,3,3,3,1,1,1,5,7,79,Neutral
911,F,31,Business,1,5,5,4,1,1,3,4,60,Satisfied
912,F,21,Premium Economy,1,5,5,4,4,2,4,46,22,Neutral
913,F,76,Premium Economy,5,2,2,2,5,3,5,75,86,Satisfied
914,F,75,Economy,2,5,2,5,3,2,5,84,78,Unsatisfied
915,M,38,Business,3,4,5,5,4,3,5,10,54,Neutral
916,M,53,Premium Economy,2,2,5,1,1,1,5,106,108,Satisfied
917,F,28,Premium Economy,1,2,3,3,5,3,1,96,15,Unsatisfied
918,M,65,Business,3,5,3,1,4,4,3,23,15,Satisfied
919,F,62,First Class,3,4,4,2,1,2,3,47,34,Unsatisfied
920,M,50,Premium Economy,5,2,5,5,3,1,3,56,33,Unsatisfied
921,M,30,First Class,4,2,2,1,2,2,5,2,98,Unsatisfied
922,M,18,Economy,4,2,2,1,5,3,4,99,68,Satisfied
923,F,59,Economy,3,4,3,2,3,3,1,98,26,Unsatisfied
924,F,72,Economy,4,2,1,2,1,4,3,22,30,Satisfied
925,M,80,Economy,4,4,4,5,1,3,3,26,92,Unsatisfied
926,M,23,Economy,1,1,4,4,4,5,5,117,93,Satisfied
927,M,37,Economy,4,3,4,5,2,4,1,21,22,Satisfied
928,M,40,Premium Economy,1,3,3,5,2,2,3,12,52,Unsatisfied
929,M,59,Premium Economy,4,3,5,4,1,2,2,65,84,Neutral
930,M,75,Premium Economy,1,5,1,3,1,3,4,39,49,Unsatisfied
931,M,47,Economy,5,5,3,4,2,5,3,27,118,Neutral
932,M,47,Economy,5,1,3,4,4,1,3,103,12,Satisfied
933,F,18,Economy,3,1,2,5,4,1,4,84,72,Satisfied
934,M,35,Business,5,4,1,4,5,4,1,30,83,Unsatisfied
935,M,69,Premium Economy,5,3,5,5,2,2,5,109,3,Neutral
936,M,68,Business,5,4,4,4,5,3,4,15,40,Unsatisfied
937,M,28,Economy,3,2,2,4,3,2,1,120,18,Unsatisfied
938,F,48,Economy,3,5,2,5,1,2,3,64,89,Neutral
939,M,71,Economy,2,4,1,1,1,5,2,24,82,Satisfied
940,F,78,Premium Economy,2,2,5,2,1,2,2,97,110,Unsatisfied
941,M,51,Premium Economy,2,5,5,4,5,3,3,43,44,Neutral
942,M,26,Premium Economy,2,1,1,5,2,5,1,116,107,Neutral
943,M,18,First Class,1,4,5,4,2,3,2,49,83,Unsatisfied
944,F,64,Premium Economy,2,1,2,1,2,5,1,73,112,Satisfied
945,M,63,Economy,4,2,4,5,3,1,5,109,72,Neutral
946,F,74,Business,1,4,4,5,1,3,4,37,42,Unsatisfied
947,M,26,First Class,5,3,3,2,2,1,1,4,59,Satisfied
948,M,31,Premium Economy,5,5,4,4,3,3,1,75,13,Unsatisfied
949,F,32,Economy,5,3,3,1,5,3,4,88,65,Unsatisfied
950,F,26,First Class,1,2,3,5,3,5,2,63,95,Satisfied
951,M,66,First Class,1,3,1,3,3,5,5,5,117,Unsatisfied
952,M,65,Economy,5,4,2,5,3,3,4,14,111,Neutral
953,F,23,Economy,3,2,3,1,4,3,3,37,36,Satisfied
954,M,50,Economy,1,5,3,5,2,2,2,45,85,Neutral
955,M,72,Premium Economy,3,2,5,1,1,1,1,16,101,Satisfied
956,M,38,First Class,1,3,5,4,3,4,1,32,25,Unsatisfied
957,F,30,Business,3,4,3,3,5,5,3,16,18,Satisfied
958,F,49,Premium Economy,5,4,1,1,1,2,1,25,90,Satisfied
959,F,78,Business,3,3,2,4,4,4,4,26,14,Neutral
960,F,36,Premium Economy,4,1,2,2,3,5,1,95,43,Satisfied
961,F,50,Premium Economy,5,2,1,1,2,4,4,82,70,Unsatisfied
962,F,62,First Class,4,3,5,3,1,2,4,77,18,Unsatisfied
963,F,44,Premium Economy,1,4,3,3,1,2,4,34,26,Satisfied
964,F,73,Premium Economy,1,2,2,3,5,5,5,81,58,Neutral
965,F,79,Premium Economy,1,2,1,1,3,3,3,52,119,Neutral
966,F,19,Business,2,5,4,1,3,3,1,6,71,Unsatisfied
967,F,55,Economy,1,1,5,3,2,1,1,97,113,Neutral
968,F,49,First Class,2,3,5,1,5,2,2,79,11,Satisfied
969,M,76,First Class,4,1,4,5,3,3,1,19,97,Satisfied
970,M,40,Business,4,2,2,4,5,4,4,26,89,Neutral
971,F,53,Premium Economy,1,4,4,5,2,4,4,38,110,Unsatisfied
972,M,61,First Class,3,4,5,5,2,2,2,91,62,Unsatisfied
973,M,78,Economy,1,2,1,4,4,4,5,57,63,Satisfied
974,M,40,First Class,2,5,3,4,3,4,1,78,19,Unsatisfied
975,F,39,Business,1,3,5,2,5,2,4,116,84,Satisfied
976,M,26,Premium Economy,2,4,2,4,4,5,1,61,93,Satisfied
977,F,24,Economy,4,1,2,3,2,1,1,59,3,Satisfied
978,M,57,Economy,2,2,2,3,2,5,1,80,22,Unsatisfied
979,F,69,Economy,2,1,4,1,1,5,2,72,67,Neutral
980,F,66,Business,2,2,5,4,1,3,1,90,35,Neutral
981,M,49,Economy,1,1,1,1,3,5,2,75,96,Satisfied
982,M,69,Economy,3,3,1,4,1,5,4,7,38,Satisfied
983,M,50,Economy,1,3,2,5,1,4,1,11,98,Neutral
984,M,45,Premium Economy,5,4,4,4,2,1,2,33,83,Satisfied
985,F,57,Economy,2,5,4,5,1,3,4,8,9,Neutral
986,M,37,Economy,4,5,2,2,1,2,1,64,31,Satisfied
987,F,44,Premium Economy,4,4,2,5,1,2,5,92,7,Satisfied
988,F,61,Economy,2,1,4,4,1,2,5,67,43,Unsatisfied
989,M,80,Business,2,5,5,4,5,2,5,24,13,Unsatisfied
990,F,23,Business,2,2,3,3,2,2,2,9,66,Neutral
991,M,77,First Class,3,5,2,5,4,1,1,106,55,Unsatisfied
992,M,22,Premium Economy,3,4,3,5,4,1,5,87,82,Satisfied
993,F,53,Economy,3,1,5,5,3,3,2,113,93,Neutral
994,F,66,Economy,1,3,3,3,4,3,2,38,52,Satisfied
995,F,57,Economy,1,2,1,5,5,4,5,15,86,Satisfied
996,F,62,Premium Economy,4,3,2,3,2,4,5,116,108,Neutral
997,F,69,Economy,3,1,2,1,4,5,3,58,10,Satisfied
998,M,71,Economy,5,4,5,3,1,4,2,10,81,Satisfied
999,M,80,Business,4,2,4,2,3,5,2,56,42,Satisfied
1000,F,57,Business,1,2,5,1,2,2,1,18,90,Satisfied
1001,M,58,Premium Economy,5,3,4,4,4,2,4,33,47,Satisfied
