Passenger ID,Gender_x,Age_x,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort_x,Leg Room Service_x,Cleanliness_x,Food and Drink_x,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling_x,Satisfaction_x,PassengerId,Gender_y,Age_y,Flight Class,Seat Comfort_y,Departure/Arrival Time Conv.,Food and Drink_y,Inflight Entertainment,Leg Room Service_y,Baggage Handling_y,Cleanliness_y,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction_y
274,Female,27,First-time,Business,Business,802,0,0.0,3,3,3,3,4,3,1,3,1,1,3,4,1,3,Neutral or Dissatisfied,274,M,31,First Class,4,1,2,5,4,2,1,55,19,Satisfied
275,Female,29,Returning,Business,Business,3044,0,0.0,5,3,3,5,3,3,4,4,4,4,4,3,4,5,Satisfied,275,F,70,Premium Economy,1,2,1,5,2,3,3,6,84,Unsatisfied
276,Female,43,First-time,Business,Economy,402,0,0.0,0,3,5,3,1,4,2,1,2,2,2,2,2,4,Neutral or Dissatisfied,276,M,29,Economy,4,3,3,1,5,5,3,72,40,Satisfied
277,Male,40,Returning,Business,Business,402,0,0.0,3,3,2,3,3,5,3,5,5,5,5,3,5,5,Satisfied,277,M,75,Economy,2,3,5,5,5,1,1,40,83,Neutral
278,Female,16,Returning,Personal,Economy,802,0,0.0,5,1,4,1,4,3,4,2,4,4,1,2,4,3,Neutral or Dissatisfied,278,F,26,Business,3,3,2,4,3,1,3,55,37,Neutral
279,Female,23,Returning,Personal,Economy,825,0,0.0,3,3,3,3,4,4,1,1,1,1,4,3,1,4,Neutral or Dissatisfied,279,M,26,First Class,2,1,1,2,5,4,3,64,26,Unsatisfied
280,Male,44,Returning,Personal,Economy,825,0,0.0,5,4,4,4,3,4,3,5,3,3,4,4,3,5,Satisfied,280,F,77,First Class,3,5,1,3,1,4,4,75,82,Unsatisfied
281,Male,51,Returning,Personal,Economy,825,0,0.0,4,3,4,3,1,3,5,3,5,5,5,3,5,5,Neutral or Dissatisfied,281,M,53,First Class,2,4,3,4,5,3,2,77,20,Satisfied
282,Male,25,Returning,Personal,Economy,825,0,0.0,5,4,5,4,4,3,4,3,4,4,5,4,4,5,Satisfied,282,M,34,Economy,3,1,1,5,2,4,1,25,98,Neutral
283,Male,40,First-time,Business,Business,802,11,4.0,4,4,4,4,1,3,2,2,2,2,5,4,2,4,Satisfied,283,F,68,First Class,1,2,2,1,5,1,3,56,36,Satisfied
284,Female,17,First-time,Business,Economy,802,0,0.0,4,4,4,4,5,4,4,5,4,4,5,4,4,5,Satisfied,284,M,30,Premium Economy,3,3,4,3,5,1,3,4,84,Satisfied
285,Female,45,Returning,Business,Business,825,2,0.0,1,5,1,4,5,1,4,1,2,3,1,1,1,1,Neutral or Dissatisfied,285,F,44,Business,3,2,4,4,4,3,2,73,32,Unsatisfied
286,Female,41,Returning,Business,Business,802,0,0.0,4,3,4,4,3,5,5,4,4,2,5,3,5,5,Satisfied,286,M,50,Business,2,4,2,1,2,5,2,9,77,Satisfied
287,Male,55,Returning,Business,Business,3433,0,0.0,5,5,4,4,5,5,5,4,4,5,5,5,5,5,Satisfied,287,F,73,Premium Economy,4,2,4,1,5,1,5,39,76,Neutral
288,Female,42,Returning,Personal,Economy Plus,802,74,74.0,3,2,4,5,1,5,1,2,4,3,5,3,5,5,Neutral or Dissatisfied,288,F,68,First Class,5,3,4,1,5,2,1,95,48,Satisfied
289,Male,51,Returning,Personal,Economy Plus,825,0,0.0,5,3,5,3,5,3,4,3,4,4,5,2,4,4,Neutral or Dissatisfied,289,F,57,Business,3,2,2,4,1,3,4,1,80,Unsatisfied
290,Male,39,First-time,Business,Business,1250,0,0.0,1,1,4,1,2,4,1,5,1,1,4,1,1,4,Neutral or Dissatisfied,290,M,41,Business,5,4,1,2,2,4,1,95,106,Satisfied
291,Male,54,Returning,Business,Business,2718,0,0.0,1,3,5,4,1,4,5,4,5,3,4,1,4,4,Satisfied,291,F,26,Economy,2,4,3,5,5,5,2,8,91,Neutral
292,Female,21,First-time,Business,Economy,1250,14,0.0,3,3,3,3,3,5,1,2,1,1,5,4,1,4,Satisfied,292,F,41,Economy,4,4,4,5,4,2,2,47,66,Neutral
293,Male,52,Returning,Business,Business,1517,43,17.0,4,4,1,3,4,2,3,1,2,5,2,2,2,2,Neutral or Dissatisfied,293,F,71,Economy,3,5,2,2,4,1,5,71,18,Unsatisfied
294,Male,17,Returning,Personal,Economy,1250,11,12.0,2,3,3,3,3,2,1,3,1,1,4,3,1,3,Neutral or Dissatisfied,294,F,57,Business,1,2,2,4,4,1,4,109,33,Unsatisfied
295,Female,54,Returning,Personal,Economy,1250,123,120.0,1,4,3,2,2,4,2,4,3,3,4,4,4,4,Neutral or Dissatisfied,295,M,58,First Class,2,5,5,2,3,1,4,85,0,Neutral
296,Female,47,Returning,Business,Business,2262,0,8.0,4,4,2,4,4,3,3,3,3,5,3,3,3,3,Neutral or Dissatisfied,296,M,20,Economy,2,3,2,2,4,3,1,85,70,Unsatisfied
297,Female,55,Returning,Business,Business,590,62,67.0,1,1,3,5,1,4,4,4,5,3,4,1,4,4,Satisfied,297,F,35,Premium Economy,4,3,3,5,1,2,5,8,119,Neutral
298,Male,52,First-time,Business,Business,590,5,0.0,3,3,3,3,5,4,5,3,5,5,4,3,5,4,Neutral or Dissatisfied,298,M,67,Economy,4,5,5,3,1,1,3,79,99,Neutral
299,Male,41,Returning,Business,Business,590,45,50.0,2,2,5,5,2,5,4,5,3,3,5,2,5,5,Satisfied,299,M,56,Economy,4,2,5,2,3,4,5,75,61,Neutral
300,Female,24,First-time,Business,Business,590,0,0.0,1,4,4,4,4,3,3,2,3,3,5,4,3,4,Satisfied,300,F,60,Business,5,1,1,1,2,3,5,75,30,Satisfied
301,Male,40,Returning,Business,Business,821,18,19.0,2,2,5,5,2,3,4,2,4,5,3,2,3,3,Satisfied,301,M,51,Premium Economy,4,2,3,5,2,5,4,91,115,Satisfied
302,Male,52,Returning,Business,Business,821,18,18.0,5,4,3,5,5,5,5,5,4,5,5,5,5,5,Satisfied,302,F,79,Business,2,2,5,5,4,2,5,113,5,Satisfied
303,Male,51,Returning,Business,Business,3183,13,11.0,2,2,5,5,2,5,5,5,5,3,5,2,5,5,Satisfied,303,F,45,First Class,3,3,4,4,5,5,3,104,103,Satisfied
304,Female,43,Returning,Business,Business,1895,0,0.0,2,2,4,3,2,1,4,1,2,1,1,1,1,1,Neutral or Dissatisfied,304,F,62,Premium Economy,1,4,5,3,3,5,3,48,100,Neutral
305,Male,56,Returning,Business,Business,2204,55,49.0,1,1,5,4,1,4,5,4,4,4,4,1,4,4,Satisfied,305,M,45,First Class,5,4,1,2,2,2,3,98,99,Satisfied
306,Male,26,First-time,Business,Business,821,0,0.0,5,5,4,4,3,3,3,4,3,3,5,5,3,5,Satisfied,306,F,36,Premium Economy,4,1,4,4,4,3,5,39,24,Neutral
307,Female,31,Returning,Business,Business,2146,0,15.0,5,5,3,4,5,5,5,5,5,5,4,5,5,4,Satisfied,307,F,36,First Class,5,3,3,3,1,4,1,25,61,Satisfied
308,Female,56,Returning,Business,Business,853,0,0.0,3,1,4,5,3,4,5,4,3,4,4,3,4,4,Satisfied,308,F,52,Premium Economy,3,2,3,1,5,4,2,43,8,Satisfied
309,Male,53,Returning,Business,Business,853,0,0.0,2,2,5,4,2,4,5,4,4,4,4,2,4,4,Satisfied,309,M,77,Business,3,5,4,2,5,5,2,31,46,Satisfied
310,Female,60,Returning,Business,Business,2180,0,12.0,1,1,5,4,1,3,4,3,4,5,3,1,3,3,Satisfied,310,F,71,Premium Economy,2,1,5,3,4,3,2,45,6,Satisfied
311,Male,26,First-time,Business,Business,821,10,5.0,2,2,5,2,3,4,4,5,4,4,4,2,4,4,Neutral or Dissatisfied,311,M,40,Premium Economy,2,3,5,2,5,3,2,80,0,Satisfied
312,Male,22,Returning,Business,Business,3206,41,133.0,2,2,5,5,2,2,5,5,5,5,4,2,4,4,Satisfied,312,M,78,Premium Economy,4,4,1,5,1,5,2,81,108,Unsatisfied
313,Male,30,First-time,Business,Business,821,25,36.0,4,4,4,4,1,5,4,4,3,3,4,4,3,5,Neutral or Dissatisfied,313,M,70,First Class,3,5,1,3,4,4,2,77,66,Satisfied
314,Female,59,Returning,Business,Business,2160,0,9.0,2,2,3,4,2,4,4,4,5,2,4,2,4,4,Satisfied,314,F,24,First Class,5,2,1,2,3,4,1,100,110,Satisfied
315,Female,25,Returning,Business,Business,3380,2,3.0,1,1,4,5,1,3,5,4,5,5,5,1,5,5,Satisfied,315,M,35,Economy,4,3,1,3,2,4,3,95,6,Unsatisfied
316,Female,44,Returning,Business,Business,821,0,0.0,1,1,3,4,1,5,4,5,3,2,5,1,5,5,Satisfied,316,M,56,Business,3,1,2,3,4,2,2,5,113,Satisfied
317,Female,25,First-time,Business,Business,821,0,0.0,5,5,4,5,3,3,5,3,5,5,5,5,5,5,Satisfied,317,F,80,Economy,3,5,1,5,4,1,4,9,49,Unsatisfied
318,Female,29,First-time,Business,Business,853,0,10.0,2,2,3,2,3,2,1,5,1,1,3,2,1,3,Neutral or Dissatisfied,318,M,68,Premium Economy,4,3,1,2,2,2,5,103,27,Satisfied
319,Female,60,Returning,Business,Business,821,2,0.0,1,3,1,3,1,2,4,2,3,1,2,2,2,2,Neutral or Dissatisfied,319,F,37,First Class,1,1,4,3,4,5,1,119,50,Satisfied
320,Female,21,First-time,Business,Business,853,0,0.0,1,3,1,3,3,2,3,4,3,3,3,2,3,3,Neutral or Dissatisfied,320,F,49,Business,3,4,5,2,3,5,2,106,54,Neutral
321,Male,42,Returning,Business,Business,3109,0,8.0,1,1,1,3,1,2,4,2,3,2,2,2,2,2,Neutral or Dissatisfied,321,F,29,Business,5,3,1,1,2,4,2,58,2,Unsatisfied
322,Male,49,Returning,Business,Business,821,0,7.0,3,3,4,2,3,2,3,2,2,1,2,2,2,2,Neutral or Dissatisfied,322,M,78,First Class,2,5,3,2,1,5,3,38,90,Satisfied
323,Male,59,Returning,Business,Business,3674,0,0.0,2,2,3,5,2,4,5,4,4,2,4,2,4,4,Satisfied,323,M,61,First Class,2,3,3,4,2,2,5,52,16,Neutral
324,Male,21,First-time,Business,Business,821,0,3.0,0,4,4,4,2,5,5,3,5,5,4,4,5,4,Satisfied,324,M,65,Business,5,2,2,2,3,4,4,9,102,Unsatisfied
325,Female,25,First-time,Business,Business,821,19,3.0,1,3,4,3,3,2,2,2,2,2,4,3,2,4,Neutral or Dissatisfied,325,M,25,Economy,3,1,2,4,2,3,5,46,88,Unsatisfied
326,Female,31,Returning,Business,Business,3845,0,0.0,1,1,4,5,1,5,5,4,5,5,4,1,5,4,Satisfied,326,F,56,Premium Economy,2,2,1,4,4,2,3,49,93,Unsatisfied
327,Female,39,Returning,Business,Business,821,12,32.0,3,3,1,4,3,1,4,1,3,1,1,1,1,1,Neutral or Dissatisfied,327,M,75,Business,3,3,3,4,1,3,2,90,73,Satisfied
328,Male,56,Returning,Business,Business,3344,16,4.0,2,1,5,5,2,4,5,4,3,2,4,2,4,4,Satisfied,328,F,21,Business,1,2,3,5,5,5,1,97,110,Unsatisfied
329,Male,47,Returning,Business,Business,3954,9,0.0,3,3,2,3,3,1,3,1,3,1,1,1,1,1,Neutral or Dissatisfied,329,F,80,Economy,3,3,1,5,2,2,5,104,70,Neutral
330,Male,46,Returning,Business,Business,3293,0,5.0,4,4,1,4,4,2,3,2,3,2,2,2,2,2,Neutral or Dissatisfied,330,M,58,Business,5,3,5,5,3,5,1,105,105,Satisfied
331,Male,51,Returning,Business,Business,821,0,9.0,3,4,4,3,4,3,3,3,2,4,3,3,3,3,Neutral or Dissatisfied,331,F,71,Business,2,5,1,4,5,4,3,22,79,Neutral
332,Male,44,Returning,Business,Economy,453,0,0.0,1,5,5,4,1,2,4,3,4,4,2,4,4,3,Satisfied,332,M,35,First Class,5,5,3,2,2,3,1,11,102,Unsatisfied
333,Female,37,First-time,Business,Economy,421,5,15.0,3,5,1,5,3,5,2,2,2,2,3,5,2,1,Satisfied,333,M,41,Business,5,3,2,3,4,3,1,79,80,Satisfied
334,Male,26,First-time,Business,Economy,421,0,0.0,5,3,1,3,2,4,1,4,1,1,4,3,1,1,Neutral or Dissatisfied,334,M,32,First Class,2,2,2,1,1,1,3,20,106,Satisfied
335,Female,56,Returning,Business,Business,421,10,0.0,0,0,4,3,3,1,3,0,1,5,1,1,1,1,Neutral or Dissatisfied,335,M,58,Business,3,3,5,4,2,5,5,78,111,Satisfied
336,Female,40,Returning,Business,Economy,421,0,0.0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,Neutral or Dissatisfied,336,F,68,Premium Economy,1,1,2,4,1,1,2,87,72,Unsatisfied
337,Male,37,Returning,Personal,Economy,821,0,0.0,5,2,3,2,1,4,5,2,5,5,4,2,5,4,Neutral or Dissatisfied,337,M,36,Premium Economy,4,5,3,4,1,5,2,36,106,Unsatisfied
338,Female,57,Returning,Personal,Economy,853,0,9.0,5,4,4,4,3,4,4,4,3,3,4,4,4,4,Neutral or Dissatisfied,338,M,67,Economy,2,3,4,5,1,3,3,27,116,Satisfied
339,Female,22,Returning,Personal,Economy,853,0,0.0,2,3,4,3,2,2,2,4,2,2,3,2,2,2,Neutral or Dissatisfied,339,M,60,Premium Economy,3,3,1,5,4,4,4,67,52,Satisfied
340,Male,16,Returning,Personal,Economy,853,0,0.0,5,3,5,3,1,5,2,3,2,2,5,3,2,4,Neutral or Dissatisfied,340,F,24,Premium Economy,4,3,4,1,2,2,4,3,93,Satisfied
341,Female,35,Returning,Personal,Economy,821,0,6.0,5,1,3,1,3,4,2,4,3,3,4,1,3,5,Neutral or Dissatisfied,341,M,73,Economy,3,1,2,4,2,4,3,63,3,Unsatisfied
342,Male,27,Returning,Personal,Economy,821,0,12.0,4,2,5,2,2,3,3,5,3,3,4,2,3,5,Neutral or Dissatisfied,342,F,38,Business,1,5,2,4,5,3,4,102,53,Satisfied
343,Female,58,Returning,Personal,Economy,821,0,0.0,4,3,2,4,4,4,3,3,4,2,4,3,4,4,Neutral or Dissatisfied,343,F,42,First Class,5,5,4,2,2,5,4,58,31,Neutral
344,Male,8,Returning,Personal,Economy,821,18,13.0,1,2,4,2,4,2,1,5,1,1,4,2,1,4,Neutral or Dissatisfied,344,M,29,Premium Economy,4,5,5,1,2,1,4,37,44,Neutral
345,Male,9,Returning,Personal,Economy,853,23,17.0,1,1,3,1,2,4,4,5,2,2,2,1,2,3,Neutral or Dissatisfied,345,F,43,Business,5,2,5,3,1,5,3,78,52,Satisfied
346,Male,68,Returning,Personal,Economy,853,27,36.0,2,1,3,1,4,1,4,2,4,4,4,1,4,3,Neutral or Dissatisfied,346,F,73,First Class,2,1,3,1,5,1,3,38,38,Unsatisfied
347,Female,30,Returning,Personal,Economy,821,9,8.0,5,3,4,3,5,4,5,5,5,5,1,3,5,2,Neutral or Dissatisfied,347,M,37,Premium Economy,3,4,2,5,5,3,4,79,63,Satisfied
348,Male,56,Returning,Personal,Economy,853,0,0.0,4,3,3,3,1,3,1,4,1,1,4,3,1,5,Neutral or Dissatisfied,348,M,49,Economy,2,1,5,3,3,3,1,46,72,Unsatisfied
349,Female,33,Returning,Personal,Economy,821,0,0.0,3,4,3,4,4,4,4,5,4,4,3,3,4,3,Neutral or Dissatisfied,349,M,32,Economy,1,5,3,3,5,5,2,44,5,Unsatisfied
350,Female,25,Returning,Business,Business,853,0,12.0,5,5,4,4,5,5,4,5,4,4,5,5,4,5,Satisfied,350,F,67,Business,4,5,3,3,1,5,1,14,10,Unsatisfied
351,Male,57,Returning,Business,Business,821,31,30.0,2,2,1,4,2,2,3,2,2,3,2,2,2,2,Neutral or Dissatisfied,351,F,30,Premium Economy,4,5,5,5,4,3,4,19,73,Neutral
352,Female,7,Returning,Personal,Economy Plus,853,0,0.0,5,1,4,1,2,3,5,2,5,5,4,2,5,5,Neutral or Dissatisfied,352,F,21,First Class,5,5,5,2,4,2,4,66,34,Satisfied
353,Female,37,Returning,Personal,Economy Plus,821,0,15.0,5,3,2,3,3,3,4,4,5,5,1,4,5,1,Neutral or Dissatisfied,353,M,73,Premium Economy,3,1,2,3,2,3,1,93,49,Satisfied
354,Female,51,Returning,Personal,Economy Plus,821,23,10.0,5,2,5,5,4,2,4,2,4,2,2,2,2,2,Neutral or Dissatisfied,354,F,61,First Class,1,1,4,5,3,5,2,85,16,Neutral
355,Male,16,Returning,Personal,Economy Plus,821,0,0.0,3,2,3,2,3,4,5,1,5,5,2,2,5,2,Neutral or Dissatisfied,355,M,51,Premium Economy,4,4,2,3,5,5,4,75,49,Unsatisfied
356,Male,50,Returning,Business,Business,102,23,24.0,4,4,4,5,4,4,4,4,5,2,4,4,4,5,Satisfied,356,F,48,Premium Economy,3,5,2,3,3,5,3,68,37,Neutral
357,Female,43,Returning,Business,Business,102,0,0.0,2,2,4,4,2,5,5,5,4,4,5,2,5,5,Satisfied,357,M,59,Business,2,5,4,1,2,2,3,22,13,Satisfied
358,Female,39,First-time,Business,Business,247,42,96.0,2,2,5,2,4,4,5,4,5,5,4,2,5,4,Neutral or Dissatisfied,358,F,36,Economy,1,5,5,1,3,4,2,90,24,Unsatisfied
359,Male,55,Returning,Business,Business,3431,0,0.0,4,0,4,5,5,5,4,5,4,3,5,0,5,5,Satisfied,359,M,53,Premium Economy,5,2,5,1,1,1,2,77,116,Unsatisfied
360,Male,27,First-time,Business,Business,113,0,0.0,4,4,4,4,5,3,2,2,5,5,4,4,5,5,Neutral or Dissatisfied,360,F,45,Premium Economy,2,5,3,5,4,4,5,59,12,Neutral
361,Male,40,Returning,Business,Business,229,0,0.0,5,5,5,4,5,5,5,5,4,5,5,5,5,5,Satisfied,361,M,80,First Class,5,1,3,2,3,4,2,36,8,Unsatisfied
362,Male,24,First-time,Business,Economy,134,14,14.0,3,5,4,5,3,5,5,4,5,5,5,5,5,4,Satisfied,362,F,73,Premium Economy,4,4,4,3,5,4,5,57,68,Satisfied
363,Female,39,Returning,Business,Business,1869,0,0.0,2,2,3,4,2,5,4,5,3,5,5,2,5,5,Satisfied,363,F,67,Business,1,4,1,1,2,3,3,36,47,Satisfied
364,Female,33,First-time,Business,Business,113,0,0.0,3,3,3,3,5,4,5,5,5,5,4,3,5,5,Neutral or Dissatisfied,364,M,42,Premium Economy,5,4,3,2,2,5,1,48,85,Neutral
365,Female,42,Returning,Business,Business,1924,13,7.0,2,2,5,5,2,4,4,4,4,5,4,2,4,4,Satisfied,365,M,45,Economy,4,2,3,5,4,2,5,46,87,Satisfied
366,Female,35,Returning,Business,Business,164,33,29.0,5,5,5,4,5,5,5,5,5,2,5,5,5,5,Satisfied,366,M,21,Business,1,2,2,2,5,4,1,46,15,Unsatisfied
367,Male,26,First-time,Business,Business,102,0,0.0,0,0,5,0,1,3,4,3,4,4,4,0,4,5,Satisfied,367,F,68,Premium Economy,2,1,1,4,3,1,4,80,110,Unsatisfied
368,Female,46,Returning,Business,Business,354,43,43.0,0,0,3,5,3,1,4,1,3,4,1,0,1,1,Satisfied,368,M,49,Business,3,5,2,3,2,5,4,93,103,Satisfied
369,Female,53,Returning,Business,Business,2366,0,0.0,2,2,5,4,2,4,4,4,3,4,4,2,4,4,Satisfied,369,M,77,Economy,5,4,5,5,3,2,3,60,100,Satisfied
370,Male,49,Returning,Business,Business,3770,0,0.0,1,1,5,5,1,5,4,5,4,4,5,1,5,4,Satisfied,370,F,28,First Class,5,5,5,1,5,4,5,25,103,Unsatisfied
371,Male,50,Returning,Business,Business,482,0,3.0,4,4,5,5,4,4,5,4,5,3,4,4,4,4,Satisfied,371,M,29,Business,3,1,5,3,4,2,2,106,97,Neutral
372,Male,50,Returning,Business,Business,3579,25,22.0,1,1,5,4,1,4,4,5,5,4,4,1,4,4,Satisfied,372,M,18,Premium Economy,3,4,2,2,5,3,2,11,59,Unsatisfied
373,Male,43,Returning,Business,Business,2169,0,0.0,3,3,4,5,3,5,4,4,3,5,5,3,5,5,Satisfied,373,F,50,Business,4,2,3,3,1,3,3,107,14,Neutral
374,Female,39,Returning,Business,Business,2895,27,30.0,3,2,5,4,3,5,5,5,3,4,5,3,5,5,Satisfied,374,F,54,Business,4,1,4,5,3,5,3,109,85,Satisfied
375,Male,53,Returning,Business,Business,2235,0,3.0,3,3,4,4,3,4,5,4,5,5,4,3,4,4,Satisfied,375,F,47,First Class,2,3,5,3,5,3,5,95,85,Satisfied
376,Male,54,Returning,Business,Business,270,44,26.0,1,1,4,4,4,4,4,4,4,3,4,0,4,4,Satisfied,376,M,65,Premium Economy,3,3,2,5,3,2,2,20,107,Neutral
377,Female,54,Returning,Business,Business,3628,14,6.0,4,4,3,5,4,4,5,4,3,3,4,4,4,4,Satisfied,377,F,26,Economy,4,5,1,5,3,2,4,117,89,Satisfied
378,Male,41,First-time,Business,Business,309,0,0.0,1,1,4,5,4,5,5,3,5,5,4,5,5,5,Satisfied,378,F,61,Business,4,4,3,2,3,3,4,43,60,Satisfied
379,Female,42,Returning,Business,Business,247,0,0.0,3,3,3,4,3,5,5,5,3,4,5,3,5,5,Satisfied,379,M,75,Premium Economy,4,5,1,1,1,4,1,84,15,Unsatisfied
380,Male,45,Returning,Business,Business,1507,0,0.0,0,0,4,5,4,5,4,5,3,4,5,0,5,5,Satisfied,380,F,63,Economy,4,2,2,1,1,2,1,85,109,Unsatisfied
381,Female,56,Returning,Business,Business,102,34,31.0,4,5,4,4,5,4,4,4,4,3,4,5,4,4,Satisfied,381,F,69,Business,2,5,4,3,4,4,5,100,113,Unsatisfied
382,Female,46,Returning,Business,Business,1987,70,66.0,3,3,5,4,3,4,4,4,3,3,4,3,4,4,Satisfied,382,F,77,Premium Economy,4,3,5,3,4,2,2,34,87,Unsatisfied
383,Female,58,Returning,Business,Business,3442,13,16.0,4,4,4,5,4,5,5,5,3,5,5,4,5,4,Satisfied,383,M,21,Premium Economy,1,4,4,1,1,1,4,53,20,Satisfied
384,Male,43,Returning,Business,Business,102,0,0.0,1,1,5,5,1,5,4,5,5,5,5,1,5,4,Satisfied,384,M,75,First Class,2,1,2,5,4,1,4,81,20,Satisfied
385,Female,45,Returning,Business,Business,229,0,0.0,0,0,3,4,4,2,4,2,3,4,2,0,2,2,Satisfied,385,F,44,Premium Economy,4,3,5,5,2,3,4,1,105,Neutral
386,Female,58,Returning,Business,Business,2759,59,51.0,2,2,3,5,2,4,4,4,4,2,4,2,4,4,Satisfied,386,M,51,Premium Economy,2,2,4,4,3,3,5,34,36,Satisfied
387,Female,54,Returning,Business,Business,2722,0,0.0,4,4,4,5,4,4,4,4,5,3,4,4,4,4,Satisfied,387,F,66,Economy,1,4,5,4,3,1,5,82,110,Neutral
388,Male,69,Returning,Business,Business,2848,0,0.0,3,3,3,4,3,4,4,4,3,3,4,3,4,4,Satisfied,388,M,30,Economy,1,3,2,1,5,4,2,29,75,Neutral
389,Female,27,First-time,Business,Business,102,0,0.0,2,2,3,2,3,5,1,4,1,1,5,2,1,5,Neutral or Dissatisfied,389,F,70,First Class,1,1,1,2,2,3,2,44,108,Neutral
390,Male,58,Returning,Business,Business,3432,0,0.0,1,4,4,5,4,4,5,4,4,2,4,4,4,4,Satisfied,390,M,29,Economy,4,1,1,5,3,4,4,59,92,Neutral
391,Female,52,Returning,Business,Business,1954,0,0.0,3,3,5,5,3,5,5,5,3,3,5,3,5,5,Satisfied,391,M,48,First Class,1,5,1,4,2,3,3,119,77,Neutral
392,Male,52,Returning,Business,Business,1938,0,31.0,5,5,4,5,5,4,5,4,3,3,4,5,4,4,Satisfied,392,F,47,Premium Economy,5,3,5,5,4,2,3,55,23,Neutral
393,Male,49,Returning,Business,Business,134,0,0.0,4,4,3,4,4,4,5,4,5,2,4,4,4,5,Satisfied,393,F,51,First Class,4,5,5,1,1,4,3,31,113,Satisfied
394,Female,35,Returning,Business,Business,140,3,5.0,1,1,4,4,1,3,4,4,5,2,3,1,3,4,Satisfied,394,F,20,Economy,4,5,4,5,3,2,2,6,3,Satisfied
395,Female,54,Returning,Business,Business,3325,0,0.0,5,5,4,5,5,5,5,5,5,4,5,5,5,5,Satisfied,395,M,44,Economy,4,5,5,1,2,4,3,21,38,Neutral
396,Male,35,Returning,Business,Business,3838,0,3.0,1,5,2,4,1,3,3,3,3,1,3,3,3,3,Neutral or Dissatisfied,396,F,23,First Class,4,4,3,4,5,5,2,24,119,Satisfied
397,Female,26,First-time,Business,Business,158,0,1.0,3,2,1,2,4,3,3,3,3,3,4,2,3,4,Neutral or Dissatisfied,397,M,79,Premium Economy,5,5,5,4,1,3,2,51,58,Satisfied
398,Male,52,Returning,Business,Business,134,0,0.0,4,4,4,4,4,4,5,4,4,2,4,4,4,4,Satisfied,398,F,46,First Class,4,3,1,5,2,3,4,11,30,Unsatisfied
399,Male,38,First-time,Business,Business,164,0,0.0,4,4,5,4,3,4,2,4,1,1,4,4,1,5,Satisfied,399,M,35,First Class,4,1,3,2,4,2,5,120,61,Neutral
400,Male,23,First-time,Business,Economy,134,0,0.0,0,1,3,1,1,3,4,4,5,5,5,0,5,5,Satisfied,400,F,79,Premium Economy,5,4,3,3,2,3,4,95,18,Unsatisfied
401,Female,36,Returning,Business,Business,1818,0,4.0,4,4,5,4,4,5,4,5,5,2,5,4,5,5,Satisfied,401,M,66,Business,2,5,4,4,3,4,4,37,39,Satisfied
402,Male,42,Returning,Business,Business,3824,0,0.0,5,5,5,4,5,4,4,4,3,4,4,5,4,4,Satisfied,402,M,26,Business,2,2,3,2,4,4,2,115,51,Unsatisfied
403,Female,39,Returning,Business,Business,1661,0,0.0,3,5,3,5,3,4,4,5,4,5,4,3,4,4,Satisfied,403,M,31,First Class,4,1,5,4,3,3,2,99,77,Satisfied
404,Male,39,Returning,Business,Business,102,0,0.0,5,4,1,3,4,2,3,1,2,2,2,4,2,4,Neutral or Dissatisfied,404,F,23,Premium Economy,5,2,3,1,5,2,2,16,108,Neutral
405,Male,59,Returning,Business,Business,309,48,55.0,2,2,2,2,2,3,2,3,4,3,3,3,3,3,Neutral or Dissatisfied,405,M,28,Economy,5,1,5,5,1,4,1,34,8,Satisfied
406,Male,36,First-time,Business,Business,134,0,0.0,1,1,4,1,1,4,4,2,4,4,4,2,4,5,Neutral or Dissatisfied,406,M,66,Premium Economy,2,5,3,2,3,4,3,12,69,Unsatisfied
407,Female,32,Returning,Business,Business,164,0,0.0,4,4,4,1,4,1,2,1,1,1,4,2,1,4,Neutral or Dissatisfied,407,F,44,Business,3,4,3,5,1,4,2,16,108,Satisfied
408,Female,47,Returning,Business,Business,3169,0,0.0,5,5,2,2,5,2,2,2,1,1,2,2,2,2,Neutral or Dissatisfied,408,F,57,Premium Economy,5,5,1,3,5,2,4,33,109,Satisfied
409,Male,48,Returning,Business,Business,229,39,45.0,5,5,2,3,5,1,4,1,2,4,1,1,1,1,Neutral or Dissatisfied,409,M,43,Business,4,4,2,5,2,2,1,0,114,Unsatisfied
410,Male,57,Returning,Business,Business,3687,0,0.0,1,1,4,4,1,2,4,2,1,1,2,2,2,2,Neutral or Dissatisfied,410,F,44,Economy,4,2,1,5,2,5,1,46,105,Satisfied
411,Female,49,Returning,Business,Business,2739,1,0.0,5,0,5,4,3,4,5,4,4,2,4,0,4,2,Satisfied,411,M,31,Premium Economy,5,3,5,5,1,2,5,75,50,Unsatisfied
412,Male,58,Returning,Business,Business,158,0,0.0,2,2,3,4,2,1,4,1,2,2,1,2,1,2,Neutral or Dissatisfied,412,M,51,Business,4,4,1,5,5,4,5,107,117,Satisfied
